3_conv_model
49.376192569732666
47.023863315582275
46.57982277870178
45.91964077949524
45.864399671554565
45.98018789291382
45.88754105567932
45.758811473846436
45.68612051010132
46.00790977478027
46.242501974105835
45.95086646080017
45.70236039161682
45.78486728668213
45.73695516586304
45.93650436401367
45.813106536865234
45.7529776096344
45.76973915100098
45.95699381828308
45.72221326828003
45.766419649124146
45.71374273300171
45.71517467498779
46.11858296394348
45.881314516067505
45.948654651641846
45.94255971908569
45.94123935699463
45.97048330307007
45.9981484413147
45.77432560920715
45.92991256713867
45.98461389541626
45.82226061820984
45.624277114868164
45.752827882766724
45.67532777786255
45.78058314323425
45.88648080825806
45.85407519340515
45.657506465911865
45.83307456970215
45.63323450088501
45.75732660293579
45.92163276672363
45.521215200424194
45.75976228713989
45.67784643173218
45.80423545837402
45.89498019218445
45.95997333526611
45.80104637145996
45.730753898620605
45.72177696228027
45.535027742385864
45.73051571846008
45.74536848068237
45.51255011558533
45.678324937820435
45.68644571304321
45.59827971458435
45.711578607559204
45.5565140247345
45.90925431251526
45.696544885635376
45.576523303985596
45.80128765106201
45.64218497276306
45.60984206199646
45.761491775512695
45.29983639717102
45.65712094306946
45.71047520637512
45.87047290802002
45.72259759902954
45.82182598114014
45.46385359764099
45.77801179885864
45.82415795326233
45.67533993721008
45.84727716445923
45.91768217086792
45.857797145843506
45.754294633865356
45.88898038864136
45.900879859924316
46.00443625450134
45.34424018859863
45.65629053115845
45.740938901901245
45.830406188964844
45.56379818916321
45.914199352264404
45.73630976676941
45.81053709983826
45.57962942123413
45.76384973526001
45.87166428565979
45.734925746917725
