resnet50_conv_model
41.815709352493286
41.85100960731506
41.832168102264404
41.84592318534851
41.90424680709839
41.682823181152344
41.67534518241882
41.892130851745605
41.83552885055542
41.76479363441467
41.813719511032104
41.75082015991211
41.8068790435791
41.79483938217163
41.93063569068909
41.56671166419983
41.8171706199646
41.754467248916626
41.74972653388977
41.74093532562256
41.73072648048401
41.750288009643555
41.91558384895325
41.770272731781006
41.80045461654663
41.832151889801025
41.849913120269775
41.724260330200195
41.75912165641785
41.94344353675842
41.92600679397583
41.69803786277771
41.75134253501892
41.942521810531616
41.78029203414917
41.79131007194519
41.89541816711426
41.81594777107239
41.71123790740967
41.91415452957153
41.69293808937073
41.598615646362305
41.759944677352905
41.781745195388794
41.6776282787323
41.81235671043396
41.96492576599121
41.83179068565369
41.78290319442749
41.94980812072754
41.83734154701233
41.748635053634644
41.69750452041626
41.83311986923218
41.884716510772705
41.79947519302368
41.63613438606262
41.68480038642883
41.759583950042725
41.87653136253357
41.697431802749634
41.83657765388489
41.70569968223572
42.114529609680176
46.03775978088379
41.662139654159546
41.692134141922
41.646098375320435
41.6189603805542
41.590476989746094
41.54159379005432
41.545844078063965
41.618972301483154
41.5985050201416
41.50323152542114
41.61865043640137
41.683029890060425
41.515474796295166
41.78387117385864
41.7779438495636
41.6495521068573
41.75941848754883
41.66825461387634
41.58271837234497
41.56547713279724
41.55904150009155
41.61421203613281
41.792367696762085
41.50662541389465
41.64989519119263
41.831273794174194
41.60928177833557
41.6639130115509
41.66438913345337
41.575742959976196
41.76544213294983
41.799936056137085
41.72750997543335
41.575544357299805
41.453795433044434
