vanillaUNet_model
50.522807359695435
44.874255657196045
44.886820793151855
44.72523522377014
44.702110052108765
44.743420362472534
44.77936673164368
44.853580951690674
44.92573356628418
44.744786739349365
44.80153226852417
44.73041892051697
44.7959086894989
44.69025111198425
45.004448890686035
44.754067182540894
44.816089153289795
44.76633310317993
44.80768585205078
44.79323697090149
44.86616921424866
44.85552740097046
44.751765727996826
44.75132369995117
44.83482909202576
44.80819630622864
44.77579355239868
44.96886086463928
45.03659796714783
45.03445529937744
45.16675043106079
45.10638928413391
45.25888156890869
45.340789794921875
45.22701621055603
45.30787539482117
45.27957725524902
45.164504051208496
45.24057054519653
45.15765595436096
45.245431900024414
45.20246887207031
45.154542684555054
45.225308418273926
45.256988763809204
45.29238843917847
44.98723745346069
44.984328269958496
44.961915254592896
44.9222936630249
44.841031551361084
44.81294631958008
44.86381769180298
44.78139138221741
44.767932176589966
44.88278841972351
44.79698038101196
44.827805519104004
44.89284586906433
44.79908752441406
